a055a55d68571183278ad27bfc97341759bbdb5e,DELETE,regular-file,assets.zip,38000535,
3ec391d93657ff841371e044b7db3c7be563162c,DELETE,regular-file,assets/frest/frest assets.zip,13794907,
b93a548327afb67750fccbb1ca5aa68921d0b1fd,DELETE,regular-file,perfex.zip,42418082,
